,date,category,sales_rate
93,2016-01-10,과자,1607
94,2016-01-10,라면,1078
95,2016-01-10,마스크,14
96,2016-01-10,생수,352
97,2016-01-10,아이스크림,556
98,2016-01-10,맥주,380
99,2016-01-10,생리대,126
100,2016-01-10,숙취해소제,70
101,2016-01-10,스타킹,35
102,2016-01-10,우산,7
103,2016-01-10,탄산음료,91
104,2016-01-10,면도기,21
105,2016-01-11,과자,1198
106,2016-01-11,라면,1079
107,2016-01-11,맥주,281
108,2016-01-11,생리대,84
109,2016-01-11,생수,366
110,2016-01-11,스타킹,35
111,2016-01-11,아이스크림,295
112,2016-01-11,탄산음료,91
113,2016-01-11,숙취해소제,42
114,2016-01-11,마스크,7
115,2016-01-12,과자,1142
116,2016-01-12,라면,909
117,2016-01-12,아이스크림,352
118,2016-01-12,마스크,7
119,2016-01-12,맥주,296
120,2016-01-12,생리대,141
121,2016-01-12,생수,232
122,2016-01-12,숙취해소제,28
123,2016-01-12,스타킹,21
124,2016-01-12,탄산음료,63
125,2016-01-12,면도기,7
126,2016-01-13,과자,1557
127,2016-01-13,라면,1169
128,2016-01-13,마스크,7
129,2016-01-13,맥주,318
130,2016-01-13,생리대,98
131,2016-01-13,생수,316
132,2016-01-13,스타킹,7
133,2016-01-13,아이스크림,261
134,2016-01-13,우산,28
135,2016-01-13,탄산음료,98
136,2016-01-13,숙취해소제,77
137,2016-01-13,면도기,7
138,2016-01-14,과자,1747
139,2016-01-14,라면,1043
140,2016-01-14,생리대,42
141,2016-01-14,생수,197
142,2016-01-14,아이스크림,388
143,2016-01-14,탄산음료,162
144,2016-01-14,마스크,7
145,2016-01-14,맥주,303
146,2016-01-14,숙취해소제,70
147,2016-01-14,스타킹,21
148,2016-01-14,면도기,21
149,2016-01-15,과자,1571
150,2016-01-15,라면,1029
151,2016-01-15,마스크,7
152,2016-01-15,맥주,366
153,2016-01-15,생리대,63
154,2016-01-15,생수,302
155,2016-01-15,스타킹,42
156,2016-01-15,아이스크림,452
157,2016-01-15,면도기,49
158,2016-01-15,숙취해소제,84
159,2016-01-15,탄산음료,56
160,2016-01-16,과자,1762
161,2016-01-16,라면,944
162,2016-01-16,생수,225
163,2016-01-16,아이스크림,536
164,2016-01-16,마스크,7
165,2016-01-16,맥주,330
166,2016-01-16,면도기,21
167,2016-01-16,생리대,112
168,2016-01-16,스타킹,42
169,2016-01-16,우산,14
170,2016-01-16,탄산음료,105
171,2016-01-16,숙취해소제,42
172,2016-01-17,과자,1655
173,2016-01-17,라면,838
174,2016-01-17,탄산음료,98
175,2016-01-17,맥주,303
176,2016-01-17,면도기,7
177,2016-01-17,생리대,42
178,2016-01-17,생수,303
179,2016-01-17,스타킹,14
180,2016-01-17,아이스크림,635
181,2016-01-17,숙취해소제,28
182,2016-01-18,과자,1430
183,2016-01-18,라면,1149
184,2016-01-18,맥주,210
185,2016-01-18,생리대,56
186,2016-01-18,생수,182
187,2016-01-18,숙취해소제,21
188,2016-01-18,스타킹,14
189,2016-01-18,아이스크림,366
190,2016-01-18,탄산음료,70
191,2016-01-18,면도기,56
192,2016-01-18,마스크,14
193,2016-01-19,과자,1247
194,2016-01-19,라면,1296
195,2016-01-19,탄산음료,77
196,2016-01-19,맥주,232
197,2016-01-19,생리대,77
198,2016-01-19,생수,226
199,2016-01-19,숙취해소제,70
200,2016-01-19,스타킹,21
201,2016-01-19,아이스크림,162
202,2016-01-19,면도기,7
203,2016-01-20,과자,1762
204,2016-01-20,라면,1338
205,2016-01-20,아이스크림,346
206,2016-01-20,맥주,366
207,2016-01-20,면도기,21
208,2016-01-20,생리대,70
209,2016-01-20,생수,203
210,2016-01-20,숙취해소제,91
211,2016-01-20,스타킹,7
212,2016-01-20,탄산음료,70
213,2016-01-20,마스크,28
214,2016-01-21,과자,1395
215,2016-01-21,라면,1219
216,2016-01-21,맥주,288
217,2016-01-21,마스크,7
218,2016-01-21,면도기,14
219,2016-01-21,생리대,77
220,2016-01-21,생수,253
221,2016-01-21,숙취해소제,450
222,2016-01-21,스타킹,63
223,2016-01-21,아이스크림,254
224,2016-01-21,탄산음료,147
225,2016-01-22,과자,1733
226,2016-01-22,라면,1247
227,2016-01-22,맥주,394
228,2016-01-22,생리대,70
229,2016-01-22,생수,225
230,2016-01-22,숙취해소제,49
231,2016-01-22,스타킹,49
232,2016-01-22,아이스크림,338
233,2016-01-22,탄산음료,126
234,2016-01-22,마스크,14
235,2016-01-22,면도기,7
236,2016-01-23,과자,1938
237,2016-01-23,라면,1212
238,2016-01-23,마스크,35
239,2016-01-23,맥주,535
240,2016-01-23,생리대,42
241,2016-01-23,생수,253
242,2016-01-23,숙취해소제,105
243,2016-01-23,스타킹,49
244,2016-01-23,아이스크림,556
245,2016-01-23,탄산음료,84
246,2016-01-23,면도기,14
247,2016-01-24,과자,1768
248,2016-01-24,라면,1093
249,2016-01-24,마스크,14
250,2016-01-24,맥주,274
251,2016-01-24,면도기,14
252,2016-01-24,생리대,56
253,2016-01-24,생수,154
254,2016-01-24,아이스크림,796
255,2016-01-24,탄산음료,84
256,2016-01-24,숙취해소제,28
257,2016-01-24,스타킹,7
258,2016-01-25,라면,1430
259,2016-01-25,생리대,105
260,2016-01-25,아이스크림,429
261,2016-01-25,과자,1177
262,2016-01-25,맥주,218
263,2016-01-25,면도기,35
264,2016-01-25,생수,218
265,2016-01-25,스타킹,14
266,2016-01-25,탄산음료,169
267,2016-01-25,마스크,7
268,2016-01-25,숙취해소제,28
269,2016-01-26,과자,1339
270,2016-01-26,맥주,253
271,2016-01-26,탄산음료,98
272,2016-01-26,라면,1015
273,2016-01-26,마스크,21
274,2016-01-26,면도기,7
275,2016-01-26,생리대,134
276,2016-01-26,생수,303
277,2016-01-26,숙취해소제,105
278,2016-01-26,스타킹,7
279,2016-01-26,아이스크림,324
280,2016-01-26,우산,7
281,2016-01-27,라면,1014
282,2016-01-27,맥주,224
283,2016-01-27,생수,444
284,2016-01-27,아이스크림,388
285,2016-01-27,탄산음료,105
286,2016-01-27,과자,1057
287,2016-01-27,생리대,112
288,2016-01-27,숙취해소제,105
289,2016-01-27,스타킹,49
290,2016-01-27,면도기,14
291,2016-01-27,마스크,7
292,2016-01-28,과자,1112
293,2016-01-28,라면,1043
294,2016-01-28,맥주,239
295,2016-01-28,면도기,21
296,2016-01-28,생리대,70
297,2016-01-28,생수,204
298,2016-01-28,숙취해소제,42
299,2016-01-28,스타킹,14
300,2016-01-28,아이스크림,409
301,2016-01-28,탄산음료,63
302,2016-01-28,마스크,21
303,2016-01-29,라면,1135
304,2016-01-29,생리대,77
305,2016-01-29,숙취해소제,133
306,2016-01-29,아이스크림,436
307,2016-01-29,탄산음료,140
308,2016-01-29,과자,1578
309,2016-01-29,마스크,21
310,2016-01-29,맥주,360
311,2016-01-29,생수,394
312,2016-01-29,스타킹,35
313,2016-01-29,면도기,14
314,2016-01-30,과자,1444
315,2016-01-30,생수,317
316,2016-01-30,아이스크림,260
317,2016-01-30,라면,839
318,2016-01-30,맥주,416
319,2016-01-30,생리대,84
320,2016-01-30,스타킹,35
321,2016-01-30,탄산음료,155
322,2016-01-30,마스크,21
323,2016-01-30,면도기,7
324,2016-01-30,숙취해소제,49
325,2016-01-31,과자,1608
326,2016-01-31,라면,1106
327,2016-01-31,생수,345
328,2016-01-31,아이스크림,473
329,2016-01-31,맥주,360
330,2016-01-31,생리대,28
331,2016-01-31,스타킹,42
332,2016-01-31,탄산음료,70
333,2016-01-31,마스크,7
334,2016-01-31,면도기,28
335,2016-02-01,라면,937
336,2016-02-01,아이스크림,204
337,2016-02-01,과자,1135
338,2016-02-01,맥주,282
339,2016-02-01,생리대,84
340,2016-02-01,생수,190
341,2016-02-01,숙취해소제,35
342,2016-02-01,탄산음료,91
343,2016-02-01,면도기,21
344,2016-02-01,스타킹,14
345,2016-02-02,과자,1268
346,2016-02-02,라면,923
347,2016-02-02,숙취해소제,35
348,2016-02-02,아이스크림,282
349,2016-02-02,마스크,7
350,2016-02-02,맥주,232
351,2016-02-02,면도기,21
352,2016-02-02,생리대,56
353,2016-02-02,생수,324
354,2016-02-02,스타킹,14
355,2016-02-02,탄산음료,98
356,2016-02-03,과자,1261
357,2016-02-03,라면,1248
358,2016-02-03,생리대,77
359,2016-02-03,아이스크림,316
360,2016-02-03,마스크,14
361,2016-02-03,맥주,324
362,2016-02-03,면도기,14
363,2016-02-03,생수,232
364,2016-02-03,숙취해소제,98
365,2016-02-03,스타킹,35
366,2016-02-03,탄산음료,119
367,2016-02-04,과자,1177
368,2016-02-04,라면,987
369,2016-02-04,아이스크림,232
370,2016-02-04,맥주,190
371,2016-02-04,면도기,35
372,2016-02-04,생리대,56
373,2016-02-04,생수,515
374,2016-02-04,숙취해소제,113
375,2016-02-04,스타킹,35
376,2016-02-04,탄산음료,105
377,2016-02-04,마스크,7
378,2016-02-05,과자,1346
379,2016-02-05,라면,895
380,2016-02-05,맥주,282
381,2016-02-05,생리대,42
382,2016-02-05,생수,239
383,2016-02-05,숙취해소제,84
384,2016-02-05,스타킹,14
385,2016-02-05,아이스크림,494
386,2016-02-05,탄산음료,70
387,2016-02-05,면도기,35
388,2016-02-06,과자,1691
389,2016-02-06,라면,811
390,2016-02-06,아이스크림,253
391,2016-02-06,탄산음료,70
392,2016-02-06,맥주,387
393,2016-02-06,면도기,14
394,2016-02-06,생리대,77
395,2016-02-06,생수,296
396,2016-02-06,스타킹,28
397,2016-02-06,숙취해소제,21
398,2016-02-07,과자,1290
399,2016-02-07,라면,677
400,2016-02-07,마스크,7
401,2016-02-07,맥주,339
402,2016-02-07,생리대,35
403,2016-02-07,생수,317
404,2016-02-07,숙취해소제,42
405,2016-02-07,아이스크림,690
406,2016-02-07,탄산음료,77
407,2016-02-07,면도기,42
408,2016-02-07,스타킹,7
409,2016-02-08,과자,1790
410,2016-02-08,숙취해소제,56
411,2016-02-08,아이스크림,642
412,2016-02-08,라면,740
413,2016-02-08,맥주,457
414,2016-02-08,생리대,35
415,2016-02-08,생수,183
416,2016-02-08,탄산음료,84
417,2016-02-08,면도기,7
418,2016-02-09,라면,762
419,2016-02-09,마스크,7
420,2016-02-09,과자,1113
421,2016-02-09,맥주,367
422,2016-02-09,생리대,28
423,2016-02-09,생수,302
424,2016-02-09,숙취해소제,28
425,2016-02-09,아이스크림,450
426,2016-02-09,탄산음료,112
427,2016-02-09,스타킹,14
428,2016-02-09,면도기,7
429,2016-02-10,과자,1042
430,2016-02-10,아이스크림,338
431,2016-02-10,탄산음료,126
432,2016-02-10,라면,670
433,2016-02-10,맥주,261
434,2016-02-10,면도기,21
435,2016-02-10,생리대,42
436,2016-02-10,생수,281
437,2016-02-10,숙취해소제,14
438,2016-02-10,스타킹,28
439,2016-02-11,과자,1014
440,2016-02-11,라면,826
441,2016-02-11,맥주,296
442,2016-02-11,면도기,35
443,2016-02-11,생리대,84
444,2016-02-11,생수,225
445,2016-02-11,스타킹,42
446,2016-02-11,아이스크림,366
447,2016-02-11,우산,35
448,2016-02-11,탄산음료,105
449,2016-02-11,마스크,28
450,2016-02-11,숙취해소제,70
451,2016-02-12,스타킹,14
452,2016-02-12,아이스크림,507
453,2016-02-12,과자,1085
454,2016-02-12,라면,690
455,2016-02-12,마스크,14
456,2016-02-12,맥주,415
457,2016-02-12,생리대,56
458,2016-02-12,생수,289
459,2016-02-12,숙취해소제,133
460,2016-02-12,우산,133
461,2016-02-12,탄산음료,98
462,2016-02-12,면도기,14
463,2016-02-13,과자,1452
464,2016-02-13,라면,910
465,2016-02-13,생수,260
466,2016-02-13,아이스크림,478
467,2016-02-13,우산,493
468,2016-02-13,맥주,431
469,2016-02-13,면도기,42
470,2016-02-13,생리대,91
471,2016-02-13,숙취해소제,49
472,2016-02-13,스타킹,42
473,2016-02-13,탄산음료,119
474,2016-02-14,라면,613
475,2016-02-14,아이스크림,500
476,2016-02-14,과자,1241
477,2016-02-14,맥주,295
478,2016-02-14,생리대,91
479,2016-02-14,생수,190
480,2016-02-14,숙취해소제,14
481,2016-02-14,스타킹,21
482,2016-02-14,탄산음료,91
483,2016-02-14,마스크,21
484,2016-02-15,과자,916
485,2016-02-15,라면,923
486,2016-02-15,마스크,14
487,2016-02-15,맥주,225
488,2016-02-15,생리대,99
489,2016-02-15,생수,225
490,2016-02-15,숙취해소제,56
491,2016-02-15,스타킹,56
492,2016-02-15,아이스크림,247
493,2016-02-15,탄산음료,105
494,2016-02-15,면도기,7
495,2016-02-16,과자,1212
496,2016-02-16,라면,746
497,2016-02-16,생수,409
498,2016-02-16,맥주,211
499,2016-02-16,생리대,63
500,2016-02-16,숙취해소제,70
501,2016-02-16,스타킹,70
502,2016-02-16,아이스크림,190
503,2016-02-16,우산,35
504,2016-02-16,탄산음료,140
505,2016-02-16,면도기,42
506,2016-02-17,과자,1092
507,2016-02-17,라면,930
508,2016-02-17,아이스크림,415
509,2016-02-17,탄산음료,105
510,2016-02-17,마스크,14
511,2016-02-17,맥주,98
512,2016-02-17,생리대,77
513,2016-02-17,생수,289
514,2016-02-17,숙취해소제,84
515,2016-02-17,스타킹,21
516,2016-02-17,면도기,7
517,2016-02-18,과자,1219
518,2016-02-18,라면,952
519,2016-02-18,숙취해소제,70
520,2016-02-18,아이스크림,810
521,2016-02-18,탄산음료,70
522,2016-02-18,맥주,161
523,2016-02-18,생리대,77
524,2016-02-18,생수,260
525,2016-02-18,스타킹,21
526,2016-02-18,마스크,7
527,2016-02-18,면도기,14
528,2016-02-19,과자,1586
529,2016-02-19,라면,973
530,2016-02-19,생수,437
531,2016-02-19,아이스크림,351
532,2016-02-19,맥주,217
533,2016-02-19,면도기,28
534,2016-02-19,생리대,120
535,2016-02-19,숙취해소제,49
536,2016-02-19,스타킹,56
537,2016-02-19,탄산음료,126
538,2016-02-19,마스크,35
539,2016-02-20,과자,1465
540,2016-02-20,라면,952
541,2016-02-20,맥주,471
542,2016-02-20,생리대,92
543,2016-02-20,생수,226
,2016-02-20,숙취해소제,162
,2016-02-20,스타킹,42
,2016-02-20,아이스크림,337
,2016-02-20,탄산음료,91
,2016-02-20,면도기,14
,2016-02-21,과자,1437
,2016-02-21,라면,704
,2016-02-21,아이스크림,499
,2016-02-21,탄산음료,140
,2016-02-21,맥주,189
,2016-02-21,생리대,28
,2016-02-21,생수,190
,2016-02-21,숙취해소제,49
,2016-02-21,스타킹,28
,2016-02-21,마스크,7
,2016-02-21,면도기,21
,2016-02-22,과자,1057
,2016-02-22,라면,910
,2016-02-22,생수,295
,2016-02-22,아이스크림,387
,2016-02-22,탄산음료,63
,2016-02-22,맥주,317
,2016-02-22,생리대,63
,2016-02-22,숙취해소제,21
,2016-02-22,스타킹,49
,2016-02-22,면도기,21
,2016-02-22,마스크,14
,2016-02-23,과자,1290
,2016-02-23,라면,592
,2016-02-23,생수,281
,2016-02-23,아이스크림,218
,2016-02-23,탄산음료,35
,2016-02-23,마스크,21
,2016-02-23,맥주,303
,2016-02-23,생리대,70
,2016-02-23,숙취해소제,49
,2016-02-23,스타킹,21
,2016-02-23,면도기,14
,2016-02-24,과자,1352
,2016-02-24,라면,804
,2016-02-24,생리대,119
,2016-02-24,숙취해소제,35
,2016-02-24,스타킹,21
,2016-02-24,마스크,14
,2016-02-24,맥주,225
,2016-02-24,면도기,35
,2016-02-24,생수,352
,2016-02-24,아이스크림,345
,2016-02-24,탄산음료,91
,2016-02-25,과자,1360
,2016-02-25,라면,895
,2016-02-25,맥주,233
,2016-02-25,생리대,84
,2016-02-25,생수,267
,2016-02-25,숙취해소제,77
,2016-02-25,스타킹,35
,2016-02-25,아이스크림,176
,2016-02-25,탄산음료,84
,2016-02-25,마스크,7
,2016-02-25,면도기,7
,2016-02-26,과자,1387
,2016-02-26,라면,901
,2016-02-26,생수,457
,2016-02-26,맥주,281
,2016-02-26,면도기,35
,2016-02-26,생리대,99
,2016-02-26,숙취해소제,140
,2016-02-26,스타킹,21
,2016-02-26,아이스크림,451
,2016-02-26,탄산음료,161
,2016-02-26,마스크,14
,2016-02-27,과자,1979
,2016-02-27,라면,845
,2016-02-27,맥주,374
,2016-02-27,숙취해소제,119
,2016-02-27,스타킹,35
,2016-02-27,면도기,42
,2016-02-27,생리대,84
,2016-02-27,생수,444
,2016-02-27,아이스크림,600
,2016-02-27,탄산음료,119
,2016-02-27,우산,7
,2016-02-28,과자,1903
,2016-02-28,라면,924
,2016-02-28,생리대,56
,2016-02-28,숙취해소제,70
,2016-02-28,우산,388
,2016-02-28,마스크,7
,2016-02-28,맥주,282
,2016-02-28,면도기,21
,2016-02-28,생수,338
,2016-02-28,스타킹,21
,2016-02-28,아이스크림,607
,2016-02-28,탄산음료,175
,2016-02-29,과자,1888
,2016-02-29,라면,845
,2016-02-29,맥주,402
,2016-02-29,생리대,35
,2016-02-29,생수,274
,2016-02-29,숙취해소제,70
,2016-02-29,스타킹,21
,2016-02-29,아이스크림,394
,2016-02-29,탄산음료,77
,2016-02-29,면도기,7
,2016-03-01,과자,1381
,2016-03-01,라면,796
,2016-03-01,마스크,21
,2016-03-01,맥주,231
,2016-03-01,생리대,91
,2016-03-01,생수,254
,2016-03-01,숙취해소제,98
,2016-03-01,스타킹,77
,2016-03-01,아이스크림,358
,2016-03-01,탄산음료,105
,2016-03-01,면도기,35
,2016-03-02,과자,1261
,2016-03-02,라면,1213
,2016-03-02,생리대,70
,2016-03-02,생수,359
,2016-03-02,아이스크림,310
,2016-03-02,탄산음료,190
,2016-03-02,마스크,21
,2016-03-02,맥주,281
,2016-03-02,숙취해소제,77
,2016-03-02,스타킹,49
,2016-03-03,과자,1275
,2016-03-03,라면,852
,2016-03-03,생리대,42
,2016-03-03,숙취해소제,98
,2016-03-03,스타킹,113
,2016-03-03,아이스크림,493
,2016-03-03,마스크,35
,2016-03-03,맥주,288
,2016-03-03,생수,246
,2016-03-03,탄산음료,91
,2016-03-04,과자,1641
,2016-03-04,라면,937
,2016-03-04,맥주,437
,2016-03-04,아이스크림,1325
,2016-03-04,마스크,14
,2016-03-04,생리대,91
,2016-03-04,생수,479
,2016-03-04,숙취해소제,112
,2016-03-04,스타킹,105
,2016-03-04,우산,84
,2016-03-04,탄산음료,232
,2016-03-04,면도기,7
,2016-03-05,과자,1719
,2016-03-05,라면,1007
,2016-03-05,우산,444
,2016-03-05,마스크,21
,2016-03-05,맥주,303
,2016-03-05,생리대,63
,2016-03-05,생수,387
,2016-03-05,숙취해소제,133
,2016-03-05,스타킹,63
,2016-03-05,아이스크림,747
,2016-03-05,탄산음료,126
,2016-03-05,면도기,14
,2016-03-06,과자,1373
,2016-03-06,맥주,479
,2016-03-06,라면,803
,2016-03-06,마스크,49
,2016-03-06,생리대,49
,2016-03-06,생수,726
,2016-03-06,숙취해소제,49
,2016-03-06,스타킹,35
,2016-03-06,아이스크림,697
,2016-03-06,우산,14
,2016-03-06,탄산음료,126
,2016-03-06,면도기,7
,2016-03-07,과자,1177
,2016-03-07,라면,1191
,2016-03-07,스타킹,98
,2016-03-07,아이스크림,410
,2016-03-07,탄산음료,176
,2016-03-07,맥주,197
,2016-03-07,생리대,70
,2016-03-07,생수,437
,2016-03-07,숙취해소제,14
,2016-03-07,우산,14
,2016-03-07,마스크,28
,2016-03-07,면도기,14
,2016-03-08,과자,1444
,2016-03-08,라면,1079
,2016-03-08,생리대,98
,2016-03-08,숙취해소제,112
,2016-03-08,아이스크림,507
,2016-03-08,마스크,28
,2016-03-08,맥주,239
,2016-03-08,생수,337
,2016-03-08,스타킹,63
,2016-03-08,탄산음료,127
,2016-03-08,면도기,7
,2016-03-09,과자,1444
,2016-03-09,라면,1128
,2016-03-09,생수,274
,2016-03-09,아이스크림,436
,2016-03-09,마스크,14
,2016-03-09,맥주,317
,2016-03-09,면도기,14
,2016-03-09,생리대,99
,2016-03-09,스타킹,28
,2016-03-09,탄산음료,63
,2016-03-09,숙취해소제,35
,2016-03-10,과자,1359
,2016-03-10,라면,1204
,2016-03-10,생수,351
,2016-03-10,아이스크림,457
,2016-03-10,마스크,49
,2016-03-10,맥주,275
,2016-03-10,생리대,106
,2016-03-10,숙취해소제,98
,2016-03-10,스타킹,49
,2016-03-10,탄산음료,126
,2016-03-11,과자,1648
,2016-03-11,라면,1008
,2016-03-11,아이스크림,1107
,2016-03-11,마스크,21
,2016-03-11,맥주,247
,2016-03-11,면도기,21
,2016-03-11,생리대,70
,2016-03-11,생수,365
,2016-03-11,숙취해소제,161
,2016-03-11,스타킹,21
,2016-03-11,탄산음료,133
,2016-03-12,과자,1684
,2016-03-12,라면,903
,2016-03-12,스타킹,42
,2016-03-12,마스크,14
,2016-03-12,맥주,613
,2016-03-12,생리대,84
,2016-03-12,생수,324
,2016-03-12,아이스크림,767
,2016-03-12,탄산음료,42
,2016-03-12,숙취해소제,28
,2016-03-13,과자,1697
,2016-03-13,라면,1170
,2016-03-13,생수,423
,2016-03-13,아이스크림,739
,2016-03-13,맥주,409
,2016-03-13,면도기,28
,2016-03-13,생리대,91
,2016-03-13,숙취해소제,49
,2016-03-13,스타킹,42
,2016-03-13,우산,63
,2016-03-13,탄산음료,112
,2016-03-14,과자,1169
,2016-03-14,라면,1177
,2016-03-14,생리대,91
,2016-03-14,생수,422
,2016-03-14,아이스크림,472
,2016-03-14,마스크,14
,2016-03-14,맥주,310
,2016-03-14,면도기,7
,2016-03-14,숙취해소제,77
,2016-03-14,스타킹,70
,2016-03-14,탄산음료,91
,2016-03-15,과자,1332
,2016-03-15,라면,1121
,2016-03-15,생수,422
,2016-03-15,숙취해소제,140
,2016-03-15,아이스크림,634
,2016-03-15,맥주,359
,2016-03-15,면도기,35
,2016-03-15,생리대,56
,2016-03-15,스타킹,92
,2016-03-15,탄산음료,98
,2016-03-15,마스크,14
,2016-03-16,과자,1409
,2016-03-16,라면,1129
,2016-03-16,맥주,346
,2016-03-16,아이스크림,852
,2016-03-16,탄산음료,127
,2016-03-16,마스크,42
,2016-03-16,생리대,84
,2016-03-16,생수,444
,2016-03-16,숙취해소제,133
,2016-03-16,스타킹,70
,2016-03-16,우산,7
,2016-03-16,면도기,7
,2016-03-17,과자,1071
,2016-03-17,라면,1079
,2016-03-17,스타킹,176
,2016-03-17,아이스크림,804
,2016-03-17,탄산음료,154
,2016-03-17,맥주,387
,2016-03-17,면도기,14
,2016-03-17,생리대,141
,2016-03-17,생수,657
,2016-03-17,숙취해소제,155
,2016-03-18,과자,1572
,2016-03-18,라면,1135
,2016-03-18,생수,465
,2016-03-18,아이스크림,1029
,2016-03-18,탄산음료,232
,2016-03-18,맥주,402
,2016-03-18,면도기,14
,2016-03-18,생리대,91
,2016-03-18,숙취해소제,98
,2016-03-18,스타킹,120
,2016-03-18,마스크,14
,2016-03-19,과자,1536
,2016-03-19,라면,1022
,2016-03-19,생리대,120
,2016-03-19,생수,704
,2016-03-19,숙취해소제,42
,2016-03-19,스타킹,63
,2016-03-19,아이스크림,838
,2016-03-19,마스크,21
,2016-03-19,맥주,401
,2016-03-19,면도기,14
,2016-03-19,탄산음료,161
,2016-03-20,과자,1698
,2016-03-20,라면,853
,2016-03-20,생수,373
,2016-03-20,아이스크림,1148
,2016-03-20,탄산음료,141
,2016-03-20,마스크,7
,2016-03-20,맥주,274
,2016-03-20,면도기,28
,2016-03-20,생리대,56
,2016-03-20,스타킹,119
,2016-03-20,숙취해소제,42
,2016-03-21,과자,1268
,2016-03-21,라면,1100
,2016-03-21,맥주,288
,2016-03-21,생수,464
,2016-03-21,아이스크림,895
,2016-03-21,탄산음료,105
,2016-03-21,마스크,49
,2016-03-21,면도기,28
,2016-03-21,생리대,127
,2016-03-21,숙취해소제,84
,2016-03-21,스타킹,148
,2016-03-22,과자,1438
,2016-03-22,라면,1170
,2016-03-22,생리대,56
,2016-03-22,생수,332
,2016-03-22,스타킹,91
,2016-03-22,아이스크림,457
,2016-03-22,탄산음료,140
,2016-03-22,맥주,359
,2016-03-22,숙취해소제,148
,2016-03-22,마스크,42
,2016-03-22,면도기,28
,2016-03-23,과자,1241
,2016-03-23,라면,1085
,2016-03-23,생수,451
,2016-03-23,스타킹,56
,2016-03-23,아이스크림,858
,2016-03-23,우산,7
,2016-03-23,탄산음료,155
,2016-03-23,맥주,162
,2016-03-23,면도기,7
,2016-03-23,생리대,63
,2016-03-23,숙취해소제,105
,2016-03-23,마스크,7
,2016-03-24,과자,1578
,2016-03-24,라면,1197
,2016-03-24,생수,479
,2016-03-24,스타킹,91
,2016-03-24,아이스크림,534
,2016-03-24,탄산음료,218
,2016-03-24,마스크,14
,2016-03-24,맥주,338
,2016-03-24,생리대,49
,2016-03-24,숙취해소제,98
,2016-03-24,면도기,28
,2016-03-25,과자,1585
,2016-03-25,라면,1170
,2016-03-25,생수,353
,2016-03-25,스타킹,112
,2016-03-25,아이스크림,704
,2016-03-25,마스크,7
,2016-03-25,맥주,452
,2016-03-25,생리대,77
